date,national_avg_regular
2025-08-16,3.127
2025-08-17,3.091
2025-08-19,3.127
2025-08-20,3.135
2025-08-21,3.141
2025-08-22,3.148
2025-08-23,3.147
2025-08-24,3.125
2025-08-26,3.226
2025-08-27,3.225
2025-08-28,3.211
2025-08-29,3.199
2025-08-30,3.189
2025-08-31,3.157
2025-09-01,3.157
2025-09-03,3.206
2025-09-04,3.212
2025-09-05,3.202
2025-09-06,3.193
2025-09-07,3.164
2025-09-09,3.193
2025-09-10,3.199
2025-09-11,3.187
2025-09-12,3.176
2025-09-13,3.158
2025-09-14,3.120
2025-09-15,3.177
2025-09-16,3.208
2025-09-17,3.208
2025-09-18,3.205
2025-09-19,3.191
2025-09-20,3.173
2025-09-21,3.146
2025-09-23,3.157
2025-09-24,3.156
2025-09-25,3.148
2025-09-26,3.125
2025-09-27,3.113
2025-09-28,3.088
2025-09-30,3.165
2025-10-02,3.158
2025-10-03,3.138
2025-10-04,3.124
2025-10-05,3.085
2025-10-07,3.106
2025-10-08,3.103
2025-10-09,3.075
2025-10-10,3.078
2025-10-11,3.058
2025-10-12,3.021
2025-10-13,3.047
2025-10-15,3.040
2025-10-16,3.037
2025-10-17,3.024
2025-10-18,3.007
2025-10-19,2.980
2025-10-21,3.069
2025-10-22,3.075
2025-10-23,3.072
2025-10-24,3.055
2025-10-25,3.039
2025-10-26,3.005
2025-10-28,3.030
2025-10-29,3.032
2025-10-30,3.036
2025-10-31,3.031
2025-11-01,3.019
2025-11-02,2.991
2025-11-04,3.101
2025-11-05,3.105
2025-11-06,3.103
2025-11-07,3.079
2025-11-08,3.076
2025-11-09,3.039
2025-11-11,3.074
2025-11-13,3.098
2025-11-14,3.089
2025-11-15,3.075
2025-11-16,3.035
2025-11-18,3.112
2025-11-19,3.122
2025-11-20,3.110
2025-11-21,3.091
2025-11-22,3.062
2025-11-23,3.035
2025-11-25,3.049
2025-11-26,3.031
2025-11-27,2.966
2025-11-28,2.991
2025-11-29,2.986
2025-11-30,2.950
2025-12-02,3.004
2025-12-03,2.989
2025-12-04,2.983
2025-12-05,2.960
2025-12-06,2.941
2025-12-07,2.900
2025-12-09,2.923
2025-12-10,2.919
2025-12-11,2.919
2025-12-12,2.908
2025-12-13,2.890
2025-12-14,2.855
2025-12-16,2.899
2025-12-17,2.891
2025-12-18,2.874
2025-12-19,2.855
2025-12-20,2.835
2025-12-21,2.798
2025-12-23,2.845
2025-12-24,2.832
2025-12-25,2.779
2025-12-26,2.808
2025-12-27,2.799
2025-12-28,2.758
2025-12-30,2.830
2025-12-31,2.820
2026-01-01,2.773
2026-01-03,2.785
2026-01-04,2.746
2026-01-06,2.807
2026-01-07,2.813
2026-01-08,2.800
2026-01-09,2.793
2026-01-10,2.775
2026-01-11,2.738
2026-01-13,2.837
2026-01-14,2.850
2026-01-15,2.842
2026-01-16,2.824
2026-01-17,2.807
2026-01-18,2.769
2026-01-20,2.816
2026-01-21,2.832
2026-01-22,2.850
2026-01-23,2.857
2026-01-24,2.866
2026-01-25,2.844
2026-01-27,2.872
2026-01-28,2.867
2026-01-29,2.866
2026-01-30,2.860
2026-01-31,2.868
2026-02-01,2.835
2026-02-03,2.885
2026-02-04,2.893
2026-02-05,2.903
2026-02-06,2.902
2026-02-07,2.891
2026-02-08,2.847
2026-02-10,2.939
2026-02-11,2.948
2026-02-12,2.941
2026-02-13,2.927
2026-02-14,2.917
2026-02-15,2.872
2026-02-16,2.883
2026-02-18,2.926
2026-02-19,2.937
2026-02-20,2.938
2026-02-21,2.919
2026-02-22,2.885
2026-02-24,2.972
2026-02-25,2.985
2026-02-26,2.985
2026-02-27,2.982
2026-02-28,2.972
2026-03-01,2.941
2026-03-03,3.182
2026-03-04,3.241
2026-03-05,3.298
2026-03-06,3.418
2026-03-07,3.462
2026-03-08,3.452
2026-03-10,3.588
2026-03-11,3.607
2026-03-12,3.637
2026-03-13,3.680
2026-03-14,3.696
2026-03-15,3.684
2026-03-17,3.854
2026-03-18,3.897
2026-03-19,3.926
2026-03-20,3.939
2026-03-21,3.950
2026-03-22,3.927
2026-03-24,3.991
2026-03-25,3.988
2026-03-26,3.992
2026-03-27,3.990
2026-03-28,3.977
2026-03-29,3.951
2026-03-31,4.068
2026-04-01,4.084
2026-04-02,4.095
2026-04-03,4.104
2026-04-04,4.103
2026-04-05,4.069
2026-04-07,4.165
2026-04-08,4.167
2026-04-09,4.158
2026-04-10,4.126
2026-04-11,4.107
2026-04-12,4.071
2026-04-14,4.101
2026-04-15,4.082
2026-04-16,4.063
2026-04-17,4.045
2026-04-18,4.018
2026-04-19,3.977
2026-04-21,4.002
2026-04-22,4.017
2026-04-23,4.048
2026-04-24,4.068
2026-04-25,4.075
2026-04-26,4.047
2026-04-28,4.231
2026-04-29,4.237
